State,Bill Name,Issues,Status,Status Detail,Status Date,In Court Link
"South Carolina","H.B.3263","Restricting student & educator rights | School facilities bans","Introduced","Carried over","01/13/2026",""
"South Carolina","S.B.0199","Restricting student & educator rights | School facilities bans","Introduced","Carried over","01/13/2026",""
"South Carolina","H.B.3506","Re-definition of sex | Weakening Civil Rights Laws","Introduced","Carried over","01/13/2026",""
"South Carolina","H.B.3121","Religious exemptions | Weakening Civil Rights Laws","Introduced","Carried over","01/13/2026",""
"South Carolina","H.B.3118","Curriculum censorship | Forced outing in schools | Other anti-LGBTQ bills | Restricting student & educator rights","Introduced","Carried over","01/13/2026",""
"South Carolina","H.B.3011","Forced outing in schools | Other anti-LGBTQ bills | Restricting student & educator rights","Introduced","Carried over","01/13/2026",""
"South Carolina","H.B.3094","Healthcare restrictions | Other anti-LGBTQ bills | Other healthcare barriers","Introduced","Carried over","01/13/2026",""
"South Carolina","S.B.0243","Curriculum censorship | Forced outing in schools | Restricting student & educator rights","Introduced","Carried over","01/13/2026",""
"South Carolina","S.B.0240","Healthcare restrictions | Other anti-LGBTQ bills | Other healthcare barriers","Introduced","Carried over","01/13/2026",""
"South Carolina","S.B.0322","Other school restrictions | Restricting student & educator rights","Introduced","Carried over","01/13/2026",""
"South Carolina","S.B.0368","Other anti-LGBTQ bills | Other school restrictions | Restricting student & educator rights","Introduced","Carried over","01/13/2026",""
"South Carolina","S.B.0540","Healthcare restrictions | Other anti-LGBTQ bills | Other healthcare barriers | Religious exemptions | Weakening Civil Rights Laws","Introduced","Carried over","01/13/2026",""
"South Carolina","H.B.4302","Other anti-LGBTQ bills","Introduced","Carried over","01/13/2026",""
"South Carolina","H.B.3927","Other anti-LGBTQ bills | Other school restrictions | Restricting student & educator rights","Introduced","Carried over","01/13/2026",""
"South Carolina","S.B.0054","Healthcare restrictions | Other healthcare barriers | Religious exemptions | Weakening Civil Rights Laws","Introduced","Carried over","01/13/2026",""
"South Carolina","H.B.4465","Other anti-LGBTQ bills | Restricting student & educator rights | School facilities bans","Introduced","Carried over","01/13/2026",""
"South Carolina","H.B.4515","Barriers to accurate IDs | Healthcare age restrictions | Healthcare restrictions | ","Introduced","Carried over","01/13/2026",""
"Pennsylvania","S.B.213","Barriers to accurate IDs | Healthcare restrictions | Other anti-LGBTQ bills | Prison healthcare restrictions | Public accommodation bans | Re-definition of sex | Restricting student & educator rights | School facilities bans | Weakening Civil Rights Laws","Introduced","Carried over","01/06/2026",""
"Pennsylvania","H.B.581","Curriculum censorship | Forced outing in schools | Restricting student & educator rights","Introduced","Carried over","01/06/2026",""
"Pennsylvania","H.B.987","Other anti-LGBTQ bills","Introduced","Carried over","01/06/2026",""
"Pennsylvania","H.B.1033","Healthcare age restrictions | Healthcare restrictions | ","Introduced","Carried over","02/02/2026",""
"Pennsylvania","S.B.843","Healthcare age restrictions | Healthcare restrictions | ","Introduced","Carried over","01/06/2026",""
"Pennsylvania","H.B.158","Restricting student & educator rights | School sports bans","Introduced","Carried over","02/02/2026",""
"Pennsylvania","S.B.9","Restricting student & educator rights | School sports bans","Introduced","Carried over","01/06/2026",""
"Pennsylvania","H.B.1849","Restricting student & educator rights | School sports bans","Introduced","Carried over","01/06/2026",""
"Oklahoma","H.B.1225","Barriers to accurate IDs | ","Introduced","Carried over","02/02/2026",""
"Oklahoma","S.B.591","Other school restrictions | Restricting student & educator rights","Introduced","Carried over","02/02/2026",""
"Oklahoma","S.B.228","Other anti-LGBTQ bills","Introduced","Carried over","02/02/2026",""
"Oklahoma","H.B.2149","Healthcare restrictions | Other healthcare barriers","Introduced","Carried over","02/02/2026",""
"Oklahoma","S.B.413","Curriculum censorship | Restricting student & educator rights","Introduced","Carried over","02/02/2026",""
"Oklahoma","S.B.958","Healthcare restrictions | Other healthcare barriers","Introduced","Carried over","02/02/2026",""
"Oklahoma","H.B.1361","Forced outing in schools | Other school restrictions | Restricting student & educator rights","Introduced","Carried over","02/02/2026",""
"Oklahoma","S.B.550","Drag bans | Free speech & expression bans | ","Introduced","Carried over","02/02/2026",""
"Oklahoma","S.B.759","Curriculum censorship | Forced outing in schools | Other school restrictions | Restricting student & educator rights","Introduced","Carried over","02/02/2026",""
"Oklahoma","S.B.977","Drag bans | Free speech & expression bans | ","Introduced","Carried over","02/02/2026",""
"Oklahoma","S.B.1049","Healthcare age restrictions | Healthcare restrictions | Other healthcare barriers","Introduced","Carried over","02/02/2026",""
"Oklahoma","S.B.959","Religious exemptions | Weakening Civil Rights Laws","Introduced","Carried over","02/02/2026",""
"Oklahoma","H.B.1344","Religious exemptions | Weakening Civil Rights Laws","Introduced","Carried over","02/02/2026",""
"Oklahoma","S.B.665","Religious exemptions | Weakening Civil Rights Laws","Introduced","Carried over","02/02/2026",""
"Oklahoma","S.B.210","Other anti-LGBTQ bills","Introduced","Carried over","02/02/2026",""
"Oklahoma","S.B.848","Curriculum censorship | Other school restrictions | Restricting student & educator rights","Introduced","Carried over","02/02/2026",""
"Oklahoma","S.B.847","Curriculum censorship | Forced outing in schools | Other school restrictions | Restricting student & educator rights","Introduced","Carried over","02/02/2026",""
"Oklahoma","S.B.1002","Healthcare funding restrictions | Healthcare restrictions | Other healthcare barriers","Introduced","Carried over","02/02/2026",""
"Oklahoma","H.B.1964","Curriculum censorship | Other anti-LGBTQ bills | Restricting student & educator rights","Introduced","Carried over","02/02/2026",""
"Oklahoma","S.B.1107","Other anti-LGBTQ bills","Introduced","Carried over","02/02/2026",""
"Oklahoma","S.B.845","Other anti-LGBTQ bills","Introduced","Carried over","02/02/2026",""
"Oklahoma","H.B.1219","Free speech & expression bans | Other anti-LGBTQ bills | Other expression restrictions | Other school restrictions | Restricting student & educator rights","Introduced","Carried over","02/02/2026",""
"Ohio","H.B.457","Other civil rights restrictions | Weakening Civil Rights Laws","Introduced","Carried over","01/05/2026",""
"Oklahoma","H.B.1224","Religious exemptions | Weakening Civil Rights Laws","Introduced","Carried over","02/02/2026",""
"Ohio","H.B.172","Healthcare age restrictions | Healthcare restrictions | ","Introduced","Carried over","01/05/2026",""
"Ohio","H.B.190","Forced outing in schools | Other school restrictions | Restricting student & educator rights","Introduced","Carried over","01/05/2026",""
"Ohio","S.B.209","Religious exemptions | Weakening Civil Rights Laws","Introduced","Carried over","01/05/2026",""
"North Carolina","S516","Barriers to accurate IDs | Other anti-LGBTQ bills | Re-definition of sex | Restricting student & educator rights | School facilities bans | Weakening Civil Rights Laws","Introduced","Carried over","04/21/2026",""
"North Carolina","H595","Curriculum censorship | Other anti-LGBTQ bills | Restricting student & educator rights","Introduced","Carried over","04/21/2026",""
"North Carolina","H776","Religious exemptions | Weakening Civil Rights Laws","Introduced","Carried over","04/21/2026",""
"North Carolina","H791","Barriers to accurate IDs | Re-definition of sex | Restricting student & educator rights | School facilities bans | Weakening Civil Rights Laws","Introduced","Carried over","04/21/2026",""
"North Carolina","H1000","Healthcare restrictions | Other healthcare barriers","Introduced","Carried over","04/21/2026",""
"North Carolina","H606","Healthcare restrictions | Other healthcare barriers","Introduced","Carried over","04/21/2026",""
"North Carolina","H560","Healthcare restrictions | Other healthcare barriers","Introduced","Carried over","04/21/2026",""
"New York","A.7741","Restricting student & educator rights | School sports bans","Advancing","Referred to Assembly committee","01/07/2026",""
"New York","S.460","Restricting student & educator rights | School sports bans","Advancing","Referred to Senate committee","01/07/2026",""
"New York","S.4496","Restricting student & educator rights | School sports bans","Advancing","Referred to Senate committee","01/07/2026",""
"New York","S.7489","Restricting student & educator rights | School facilities bans","Advancing","Referred to Senate committee","01/07/2026",""
"Nebraska","L.B.655","Religious exemptions | Weakening Civil Rights Laws","Advancing","Title printed","01/07/2026",""
"Nebraska","L.B.552","Other anti-LGBTQ bills","Advancing","Title printed","01/07/2026",""
"Nebraska","L.B.605","Other school restrictions | Restricting student & educator rights | School facilities bans | School sports bans","Introduced","Carried over","01/07/2026",""
"Minnesota","S.F.716","Drag bans | Free speech & expression bans | ","Introduced","Carried over","02/17/2026",""
"Minnesota","S.F.744","Healthcare age restrictions | Healthcare restrictions | ","Introduced","Carried over","02/17/2026",""
"Minnesota","S.F.802","Restricting student & educator rights | School facilities bans | School sports bans","Introduced","Carried over","02/17/2026",""
"Minnesota","S.F.886","Re-definition of sex | Weakening Civil Rights Laws","Introduced","Carried over","02/17/2026",""
"Minnesota","S.F.916","Restricting student & educator rights | School sports bans","Introduced","Carried over","02/17/2026",""
"Minnesota","H.F.565","Restricting student & educator rights | School facilities bans | School sports bans","Introduced","Carried over","02/17/2026",""
"Minnesota","H.F.700","Other civil rights restrictions | Public accommodation bans | Re-definition of sex | Restricting student & educator rights | School facilities bans | Weakening Civil Rights Laws","Introduced","Carried over","02/17/2026",""
"Minnesota","S.F.1651","Other civil rights restrictions | Public accommodation bans | Re-definition of sex | Restricting student & educator rights | School facilities bans | Weakening Civil Rights Laws","Introduced","Carried over","02/17/2026",""
"Minnesota","S.F.1883","Restricting student & educator rights | School sports bans","Introduced","Carried over","02/17/2026",""
"Minnesota","H.F.12","Restricting student & educator rights | School sports bans","Introduced","Carried over","01/17/2026",""
"Minnesota","H.F.1233","Restricting student & educator rights | School sports bans","Introduced","Carried over","02/17/2026",""
"Minnesota","S.F.2294","Restricting student & educator rights | School facilities bans | School sports bans","Introduced","Carried over","02/17/2026",""
"Minnesota","S.F.2531","Restricting student & educator rights | School sports bans","Introduced","Carried over","02/17/2026",""
"Minnesota","S.F.2817","Restricting student & educator rights | School sports bans","Introduced","Carried over","02/17/2026",""
"Minnesota","H.F.2685","Restricting student & educator rights | School sports bans","Introduced","Carried over","02/17/2026",""
"Minnesota","H.F.3151","Healthcare age restrictions | Healthcare restrictions | ","Introduced","Carried over","02/17/2026",""
"Minnesota","H.F.3170","Restricting student & educator rights | School sports bans","Introduced","Carried over","02/17/2026",""
"Minnesota","S.F.10","Restricting student & educator rights | School sports bans","Introduced","Carried over","02/17/2026",""
"Minnesota","H.F.19","Restricting student & educator rights | School sports bans","Introduced","Carried over","02/17/2026",""
"Michigan","S.B.0230","Forced outing in schools | Restricting student & educator rights | School sports bans","Introduced","Carried over","01/14/2026",""
"Michigan","H.B.4467","Healthcare age restrictions | Healthcare restrictions | ","Introduced","Carried over","01/14/2026",""
"Michigan","S.B.0289","Healthcare age restrictions | Healthcare restrictions | ","Introduced","Carried over","01/14/2026",""
"Michigan","H.B.4466","Healthcare age restrictions | Healthcare restrictions | ","Introduced","Carried over","01/14/2026",""
"Michigan","S.B.0290","Healthcare age restrictions | Healthcare restrictions | ","Introduced","Carried over","01/14/2026",""
"Michigan","H.B.4469","Other civil rights restrictions | Weakening Civil Rights Laws","Introduced","Carried over","01/14/2026",""
"Michigan","H.B.4066","Restricting student & educator rights | School sports bans","Introduced","Carried over","01/14/2026",""
"Michigan","H.B.4578","Curriculum censorship | Other school restrictions | Restricting student & educator rights","Introduced","Carried over","01/14/2026",""
"Michigan","H.B.4577","Restricting student & educator rights | School facilities bans | School sports bans","Introduced","Carried over","01/14/2026",""
"Michigan","H.B.4579","Restricting student & educator rights | School sports bans","Introduced","Carried over","01/14/2026",""
"Michigan","H.B.4580","Restricting student & educator rights | School sports bans","Introduced","Carried over","01/14/2026",""
"Michigan","H.B.4752","Other anti-LGBTQ bills","Introduced","Carried over","01/14/2026",""
"Michigan","H.B.4751","Other civil rights restrictions | Weakening Civil Rights Laws","Introduced","Carried over","01/14/2026",""
"Michigan","H.B.4776","Other anti-LGBTQ bills","Introduced","Carried over","01/14/2026",""
"Michigan","H.B.4777","Other civil rights restrictions | Weakening Civil Rights Laws","Introduced","Carried over","01/14/2026",""
"Michigan","H.B.4829","Religious exemptions | Weakening Civil Rights Laws","Introduced","Carried over","01/14/2026",""
"Michigan","H.B.4024","Restricting student & educator rights | School facilities bans","Introduced","Carried over","01/14/2026",""
"Michigan","H.B.4576","Curriculum censorship | Other school restrictions | Restricting student & educator rights","Introduced","Carried over","01/14/2026",""
"Massachusetts","H.D.4542","Healthcare age restrictions | Healthcare restrictions | Other healthcare barriers","Introduced","Carried over","01/07/2026",""
"Massachusetts","H.584","Restricting student & educator rights | School sports bans","Introduced","Carried over","01/07/2026",""
"Iowa","S.F.220","Healthcare restrictions | Other healthcare barriers | Religious exemptions | Weakening Civil Rights Laws","Advancing","Senate subcommittee meeting","01/22/2026",""
"Iowa","S.F.8","Other school restrictions | Restricting student & educator rights","Introduced","Carried over","01/12/2026",""
"Iowa","H.F.571","Healthcare restrictions | Other healthcare barriers | Religious exemptions | Weakening Civil Rights Laws","Introduced","Carried over","01/12/2026",""
"Illinois","H.B.1214","Healthcare age restrictions | Healthcare restrictions | ","Introduced","Carried over","01/14/2026",""
"Illinois","H.B.1216","Restricting student & educator rights | School sports bans","Introduced","Carried over","01/14/2026",""
"Illinois","H.B.1161","Other school restrictions | Restricting student & educator rights","Introduced","Carried over","01/14/2026",""
"Illinois","H.B.1204","Restricting student & educator rights | School sports bans","Introduced","Carried over","01/14/2026",""
"Illinois","H.B.1209","Re-definition of sex | Weakening Civil Rights Laws","Introduced","Carried over","01/14/2026",""
"Illinois","H.B.1117","Restricting student & educator rights | School sports bans","Introduced","Carried over","01/14/2026",""
"Illinois","S.B.1226","Restricting student & educator rights | School facilities bans","Introduced","Carried over","01/14/2026",""
"Illinois","H.B.2915","Restricting student & educator rights | School sports bans","Introduced","Carried over","01/14/2026",""
"Illinois","S.B.1783","Drag bans | Free speech & expression bans | ","Introduced","Carried over","01/14/2026",""
"Illinois","S.B.2078","Barriers to accurate IDs | Healthcare restrictions | Other anti-LGBTQ bills | Prison healthcare restrictions | Public accommodation bans | Re-definition of sex | Restricting student & educator rights | School facilities bans | Weakening Civil Rights Laws","Introduced","Carried over","01/14/2026",""
"Illinois","S.B.2079","Restricting student & educator rights | School sports bans","Introduced","Carried over","01/14/2026",""
"Illinois","S.B.2474","Healthcare age restrictions | Healthcare restrictions | ","Introduced","Carried over","01/14/2026",""
"Illinois","H.B.3819","Healthcare age restrictions | Healthcare restrictions | ","Introduced","Carried over","01/14/2026",""
"Illinois","H.B.4027","Restricting student & educator rights | School sports bans","Introduced","Carried over","01/14/2026",""
"Illinois","H.B.4030","Re-definition of sex | Weakening Civil Rights Laws","Introduced","Carried over","01/14/2026",""
"California","A.B.844","Restricting student & educator rights | School facilities bans | School sports bans","Introduced","Carried over","01/05/2026",""
"Michigan","S.B.0009","Restricting student & educator rights | School facilities bans","Introduced","Carried over","01/14/2026",""
"Michigan","H.B.4031","Restricting student & educator rights | School sports bans","Introduced","Carried over","01/14/2026",""
"Michigan","H.B.4190","Healthcare age restrictions | Healthcare restrictions | ","Introduced","Carried over","01/14/2026",""
"Massachusetts","H.737","Restricting student & educator rights | School sports bans","Introduced","Carried over","01/07/2026",""
"Massachusetts","H.551","Curriculum censorship | Forced outing in schools | Restricting student & educator rights","Introduced","Carried over","01/07/2026",""
"Kansas","S.B.16","Other anti-LGBTQ bills","Introduced","Carried over","01/12/2026",""
"Kansas","H.B.2071","Healthcare age restrictions | Healthcare restrictions | ","Introduced","Carried over","01/12/2026",""
"Kansas","S.B.76","Other school restrictions | Restricting student & educator rights","Introduced","Carried over","01/12/2026",""
"Iowa","H.F.80","Other school restrictions | Restricting student & educator rights","Introduced","Carried over","01/12/2026",""
"Iowa","S.F.156","Public accommodation bans","Introduced","Carried over","01/12/2026",""
"Iowa","H.S.B.84","Curriculum censorship | Restricting student & educator rights","Introduced","Carried over","01/12/2026",""
"Iowa","H.S.B.139","Healthcare restrictions | Other healthcare barriers | Religious exemptions | Weakening Civil Rights Laws","Introduced","Carried over","01/12/2026",""
"Iowa","H.S.B.242","Barriers to accurate IDs | Curriculum censorship | Other civil rights restrictions | Other school restrictions | Re-definition of sex | Restricting student & educator rights | Weakening Civil Rights Laws","Introduced","Carried over","01/12/2026",""
"Iowa","S.F.335","Other anti-LGBTQ bills | Other school restrictions | Restricting student & educator rights","Introduced","Carried over","01/12/2026",""
"Iowa","S.F.236","Religious exemptions | Weakening Civil Rights Laws","Introduced","Carried over","01/12/2026",""
"Iowa","S.S.B.1150","Other anti-LGBTQ bills","Introduced","Carried over","01/12/2026",""
"Iowa","H.F.721","Other anti-LGBTQ bills","Introduced","Carried over","01/12/2026",""
"Iowa","H.S.B.155","Other anti-LGBTQ bills","Introduced","Carried over","01/12/2026",""
"Iowa","H.S.B.158","Drag bans | Free speech & expression bans | ","Introduced","Carried over","01/12/2026",""
"Iowa","H.F.594","Other anti-LGBTQ bills","Introduced","Carried over","01/12/2026",""
"Iowa","S.F.473","Religious exemptions | Weakening Civil Rights Laws","Introduced","Carried over","01/12/2026",""
"Iowa","S.F.507","Other anti-LGBTQ bills","Introduced","Carried over","01/12/2026",""
"Georgia","H.B.104","Restricting student & educator rights | School sports bans","Introduced","Carried over","01/12/2026",""
"Georgia","S.B.248","Curriculum censorship | Forced outing in schools | Other school restrictions | Restricting student & educator rights","Introduced","Carried over","01/12/2026",""
"Georgia","H.B.267","Barriers to accurate IDs | Other civil rights restrictions | Re-definition of sex | Restricting student & educator rights | School facilities bans | School sports bans | Weakening Civil Rights Laws","Introduced","Carried over","01/12/2026",""
"Georgia","H.B.660","Healthcare funding restrictions | Healthcare restrictions | Prison healthcare restrictions","Introduced","Carried over","01/12/2026",""
"Georgia","S.B.120","Other anti-LGBTQ bills | Other school restrictions | Restricting student & educator rights","Advancing","Senate recommitted","01/12/2026",""
"Georgia","S.B.57","Other anti-LGBTQ bills","Introduced","Carried over","01/12/2026",""
"Georgia","S.B.341","Other anti-LGBTQ bills","Introduced","Carried over","01/12/2026",""
"Georgia","S.B.30","Healthcare age restrictions | Healthcare restrictions | ","Introduced","Carried over","01/12/2026",""
"Georgia","H.B.127","Other anti-LGBTQ bills","Introduced","Carried over","01/12/2026",""
"Georgia","S.B.39","Healthcare funding restrictions | Healthcare restrictions | Other healthcare barriers | Prison healthcare restrictions","Introduced","Carried over","01/12/2026",""
"Delaware","S.B. 55","Healthcare age restrictions | Healthcare restrictions | ","Introduced","Carried over","01/13/2026",""
"California","A.B.89","Restricting student & educator rights | School sports bans","Introduced","Carried over","01/05/2026",""
"California","A.B.579","Healthcare restrictions | Other anti-LGBTQ bills | Other healthcare barriers","Introduced","Carried over","01/05/2026",""
"California","A.B.600","Other anti-LGBTQ bills | Other school restrictions | Restricting student & educator rights","Introduced","Carried over","01/05/2026",""
"California","A.B.1464","Other anti-LGBTQ bills","Introduced","Carried over","01/05/2026",""
"California","S.B.311","Other anti-LGBTQ bills","Introduced","Carried over","01/05/2026",""
"Alaska","H.B. 40","Restricting student & educator rights | School sports bans","Introduced","Carried over","01/21/2026",""
"Massachusetts","S.350","Restricting student & educator rights | School sports bans","Introduced","Carried over","01/07/2026",""

Data is current as of January 30 2026 
